afternoon	substance	1
shirt	tiger	1.038461538
beach	chain	1.047619048
scandal	week	1.086956522
cup	son	1.086956522
coat	newspaper	1.088888889
bird	solid	1.090909091
mayor	water	1.113636364
process	tail	1.12
apple	bank	1.125
fantasy	recycling	1.125
century	temperature	1.130434783
butterfly	comma	1.130434783
science	shelter	1.136363636
certificate	wave	1.145833333
investment	tomato	1.155555556
chess	duty	1.166666667
murphy	potato	1.173913043
flyer	justice	1.181818182
onion	topic	1.183673469
seminar	sweet	1.202898551
article	girl	1.208333333
bait	pump	1.208333333
instrumentation	perfume	1.208333333
diamond	parcel	1.217391304
taxpayer	window	1.21875
acoustic	remedy	1.227272727
black	juvenile	1.238095238
dock	herb	1.238095238
baby	computer	1.24
head	question	1.24
office	situation	1.24
moment	thief	1.242424242
guess	universe	1.243243243
lyric	printer	1.244444444
arrangement	blizzard	1.25
sun	toy	1.25
bunny	server	1.25
emission	gum	1.25
corruption	house	1.255319149
jaw	lens	1.260869565
court	drawer	1.272727273
bug	child	1.276595745
day	shoes	1.288888889
examiner	tea	1.3
center	loss	1.304347826
fauna	toy	1.304347826
blizzard	rash	1.307692308
cup	handbag	1.318181818
eight	movement	1.318181818
ring	water	1.333333333
piece	sail	1.333333333
map	sewing	1.347826087
cook	printer	1.347826087
helmet	scale	1.380952381
gamble	pyramid	1.380952381
low	shoulder	1.387755102
middle	scene	1.4
drug	operator	1.416666667
foot	recognition	1.431372549
cat	vision	1.431818182
amount	season	1.434782609
blade	projector	1.434782609
birth	modification	1.434782609
hit	tourist	1.44
installation	zoo	1.44
amusement	procedure	1.454545455
good	sheet	1.458333333
evidence	format	1.476190476
jury	school	1.476190476
sex	stance	1.476190476
front	school	1.48
postage	signal	1.48
attitude	notice	1.486486486
gray	property	1.5
brick	strip	1.541666667
crown	place	1.541666667
victory	watch	1.553191489
attraction	pressure	1.565217391
gender	size	1.571428571
deficit	trust	1.576923077
door	light	1.577777778
action	entrance	1.583333333
bay	mere	1.583333333
business	disposition	1.583333333
heart	space	1.583333333
cord	pick	1.590909091
measure	twist	1.590909091
aluminum	oxygen	1.608695652
rise	travel	1.608695652
base	club	1.619047619
gamble	kitty	1.636363636
editing	instrument	1.64
customers	mission	1.641304348
degree	style	1.652173913
approach	swing	1.652173913
character	vision	1.666666667
notebook	production	1.666666667
brand	knife	1.681818182
heritage	loss	1.681818182
calendar	circulation	1.695652174
map	video	1.695652174
blow	contact	1.695652174
pyramid	speculation	1.7
flag	iris	1.708333333
modification	surprise	1.714285714
conservation	traveling	1.717391304
opinion	papers	1.72
broadcast	packet	1.727272727
cloud	energy	1.727272727
ball	nut	1.727272727
ball	egg	1.727272727
distance	distribution	1.739130435
occasion	second	1.75
boot	punch	1.75
grass	universe	1.76
event	influence	1.76
damage	terms	1.761904762
brake	click	1.761904762
law	personnel	1.772727273
bar	needle	1.772727273
argument	indication	1.772727273
doubt	ego	1.772727273
jail	nick	1.782608696
mask	roof	1.782608696
country	playground	1.791666667
drawer	pan	1.818181818
congress	sex	1.818181818
point	second	1.826086957
diversion	skiing	1.826086957
fund	store	1.826086957
feature	side	1.833333333
build	flesh	1.833333333
algorithm	search	1.863636364
padding	tower	1.863636364
binary	star	1.863636364
knowledge	taste	1.869565217
attitude	study	1.88
figure	stamp	1.88
danger	status	1.904761905
head	secretary	1.909090909
brass	executive	1.913043478
matter	verse	1.913043478
armor	mail	1.913043478
display	language	1.916666667
calendar	system	1.916666667
beat	meter	1.92
mortal	visitor	1.923076923
information	target	1.95
burst	transformation	1.952380952
flame	reaction	1.954545455
occupation	place	1.956521739
throne	toilet	1.956521739
music	print	1.958333333
amount	distance	1.958333333
crew	society	2
action	adjustment	2
animal	flora	2
housing	vault	2
parcel	region	2
boy	rover	2
property	texture	2
approving	interaction	2
alarm	press	2
account	explanation	2
snap	touch	2.038461538
permission	tolerance	2.04
commander	editor	2.041666667
product	wear	2.041666667
break	insert	2.041666667
